ID,File,Category,Line,Context,English Text,Bahasa Indonesia,Status,Full Line,Pattern
222,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,360,unknown,"Semakin banyak jumlah pohon, akurasi dapat meningkat, namun beban komputasi yang semakin tinggi",0,Translated,"help=""Semakin banyak jumlah pohon, akurasi dapat meningkat, namun beban komputasi yang semakin tinggi""","help\s*=\s*[""\']([^""\']+)[""\']"
223,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,371,markdown,### Pengaturan lainnya,Pengaruran lainnya,Translated,"st.markdown(""### Pengaturan lainnya"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
224,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,372,markdown,*Parameter lainnya menggunakan nilai bawaan (default*,Parameter lainnya menggunakan nilai bawaan,Translated,"st.markdown(""*Parameter lainnya menggunakan nilai bawaan (default*"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
225,5_Module_6_Classification_and_LULC_Creation.py,Messages,378,success,✅ *Variables per split*: default (akar dari jumlah total variabel),,Needs Translation,"st.success(""✅ *Variables per split*: default (akar dari jumlah total variabel)"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
226,5_Module_6_Classification_and_LULC_Creation.py,Messages,379,success,✅ *Minimum samples*: 1 (default),,Needs Translation,"st.success(""✅ *Minimum samples*: 1 (default)"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
227,5_Module_6_Classification_and_LULC_Creation.py,Messages,380,info,💡 Nilai ini umumnya dapat menghasilkan model yang bagus,,Needs Translation,"st.info(""💡 Nilai ini umumnya dapat menghasilkan model yang bagus"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
228,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,383,markdown,**Jika ingin menyesuaikan parameter secara bebas**,0,Translated,"st.markdown(""**Jika ingin menyesuaikan parameter secara bebas**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
229,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,388,markdown,### 🌲 Number of Trees,,Needs Translation,"st.markdown(""### 🌲 Number of Trees"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
230,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,395,unknown,"Semakin banyak jumlah pohon, akurasi dapat meningkat, namun beban komputasi yang semakin tinggi",0,Translated,"help=""Semakin banyak jumlah pohon, akurasi dapat meningkat, namun beban komputasi yang semakin tinggi""","help\s*=\s*[""\']([^""\']+)[""\']"
231,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,399,markdown,###  Variables per Split,Jumlah variable per split,Translated,"st.markdown(""###  Variables per Split"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
232,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,403,unknown,Menggunakan nilai bawaan berdasarkan data yang digunakan,Menggunakan nilai bawaan berdasarkan data yang digunakan,Translated,"help=""Menggunakan nilai bawaan berdasarkan data yang digunakan""","help\s*=\s*[""\']([^""\']+)[""\']"
233,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,412,unknown,Berapa banyak variabel yang dipertimbangkan saat pengambilan keputusan (split),Berapa banyak variabel yang dipertimbangkan saat pengambilan keputusan (split),Translated,"help=""Berapa banyak variabel yang dipertimbangkan saat pengambilan keputusan (split)""","help\s*=\s*[""\']([^""\']+)[""\']"
234,5_Module_6_Classification_and_LULC_Creation.py,Messages,416,success,✅ Menggunakna √(dari jumlah variabel/prediktor),,Needs Translation,"st.success(""✅ Menggunakna √(dari jumlah variabel/prediktor)"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
235,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,419,markdown,### Minimum Leaf Size,Jumlah minimum sampel daun?,Translated,"st.markdown(""### Minimum Leaf Size"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
236,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,426,unknown,Jumlah minimal sampel yang dibutuhkan untuk leaf node,Jumlah minimal sampel yang dibutuhkan untuk tiap leaf node,Translated,"help= ""Jumlah minimal sampel yang dibutuhkan untuk leaf node""","help\s*=\s*[""\']([^""\']+)[""\']"
237,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,430,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
238,5_Module_6_Classification_and_LULC_Creation.py,Messages,492,success,🎉 **Selamat!** Model klasifikasi telah berhasil dilatih!,,Needs Translation,"st.success(""🎉 **Selamat!** Model klasifikasi telah berhasil dilatih!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
239,5_Module_6_Classification_and_LULC_Creation.py,Messages,498,error,❌ **Oops! Something went wrong during training.**,,Needs Translation,"st.error(""❌ **Oops! Something went wrong during training.**"")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
240,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,507,header,Ulasan Model Klasifikasi,Ulasan Model Klasifikasi,Translated,"st.header(""Ulasan Model Klasifikasi"")","st\.header\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
241,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,511,markdown,1. Feature Importance: Kanal mana yang paling penting untuk pembelajaran model?,1. Feature Importance: Kanal citra mana yang mengandung informasi terpenting untuk pembelajaran model?,Translated,"st.markdown(""1. Feature Importance: Kanal mana yang paling penting untuk pembelajaran model?"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
242,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,512,markdown,2. Akurasi Model: Bagaimana model klasifikasi menghadapi data yang baru?,,Needs Translation,"st.markdown(""2. Akurasi Model: Bagaimana model klasifikasi menghadapi data yang baru?"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
243,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,517,markdown,**📊 Feature Importance**,,Needs Translation,"st.markdown(""**📊 Feature Importance**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
244,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,527,markdown,**🎯 Akurasi Model**,,Needs Translation,"st.markdown(""**🎯 Akurasi Model**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
245,5_Module_6_Classification_and_LULC_Creation.py,Messages,542,warning,Selesaikan proses pembelajaran model terlebih dahulu!,0,Translated,"st.warning(""Selesaikan proses pembelajaran model terlebih dahulu!"")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
246,5_Module_6_Classification_and_LULC_Creation.py,Messages,547,error,Trained model not found. Please re-run classification.,0,Translated,"st.error(""Trained model not found. Please re-run classification."")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
247,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,553,header,📊 Feature Importance Analysis,,Needs Translation,"st.subheader(""📊 Feature Importance Analysis"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
248,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,600,markdown,**Kanal yang paling penting:**,0,Translated,"st.markdown(""**Kanal yang paling penting:**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
249,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,619,header,🎯 Model Accuracy Assessment,,Needs Translation,"st.subheader(""🎯 Model Accuracy Assessment"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
250,5_Module_6_Classification_and_LULC_Creation.py,Messages,638,info,💡 No test data available for accuracy assessment,,Needs Translation,"st.info(""💡 No test data available for accuracy assessment"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
251,5_Module_6_Classification_and_LULC_Creation.py,Messages,661,success,✅ Accuracy assessment complete!,,Needs Translation,"st.success(""✅ Accuracy assessment complete!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
252,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,669,header,📈 Akurasi Tingkat Keseluruhan Model,,Needs Translation,"st.subheader(""📈 Akurasi Tingkat Keseluruhan Model"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
253,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,670,markdown,Berikut adalah kualitas model pada tingkat keseluruhan. Akurasi pada tingkat kelas disajikan pada bagian setelah ini,,Needs Translation,"st.markdown(""Berikut adalah kualitas model pada tingkat keseluruhan. Akurasi pada tingkat kelas disajikan pada bagian setelah ini"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
254,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,715,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
255,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,718,header,📋 Akurasi Tingkat Kelas,,Needs Translation,"st.subheader(""📋 Akurasi Tingkat Kelas"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
256,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,759,header,🔍 Confusion Matrix,,Needs Translation,"st.subheader(""🔍 Confusion Matrix"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
257,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,760,markdown,Shows how often each class was correctly identified vs confused with other classes,Menunjukkan seberapa sering setiap kelas berhasil diidentifikasi dengan benar dibandingkan dengan yang keliru diklasifikasikan sebagai kelas lain.,Translated,"st.markdown(""Shows how often each class was correctly identified vs confused with other classes"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
258,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,847,markdown,#### Confusion Matrix Summary,,Needs Translation,"st.markdown(""#### Confusion Matrix Summary"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
259,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,864,markdown,**Per-Class Performance:**,,Needs Translation,"st.markdown(""**Per-Class Performance:**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
260,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,869,markdown,**Most Common Misclassifications:**,,Needs Translation,"st.markdown(""**Most Common Misclassifications:**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
261,5_Module_6_Classification_and_LULC_Creation.py,Messages,886,success,🎉 Perfect classification! No misclassifications found.,,Needs Translation,"st.success(""🎉 Perfect classification! No misclassifications found."")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
262,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,891,header,Visualization,Visualisasi,Translated,"st.header(""Visualization"")","st\.header\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
263,5_Module_6_Classification_and_LULC_Creation.py,Messages,898,info,ℹ️ No classification results yet. Please run classification first.,,Needs Translation,"st.info(""ℹ️ No classification results yet. Please run classification first."")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
264,5_Module_6_Classification_and_LULC_Creation.py,Messages,900,success,✅ Klasifikasi Selesai!,,Needs Translation,"st.success(""✅ Klasifikasi Selesai!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
265,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,902,header,Pratinjau Hasil Klasifikasi,,Needs Translation,"st.subheader(""Pratinjau Hasil Klasifikasi"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
266,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,960,header,🗺️ Legenda Klasifikasi,,Needs Translation,"st.subheader(""🗺️ Legenda Klasifikasi"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
267,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,988,markdown,Adjust colors for each land cover class:,,Needs Translation,"st.markdown(""Adjust colors for each land cover class:"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
268,5_Module_6_Classification_and_LULC_Creation.py,Labels,1008,button,🔄 Apply Color Changes,,Needs Translation,"if st.button(""🔄 Apply Color Changes""):","st\.button\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
269,5_Module_6_Classification_and_LULC_Creation.py,Messages,1013,success,Colors updated! Map will refresh automatically.,,Needs Translation,"st.success(""Colors updated! Map will refresh automatically."")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
270,5_Module_6_Classification_and_LULC_Creation.py,Labels,1018,button,🔄 Reset to Module 2 Colors,,Needs Translation,"if st.button(""🔄 Reset to Module 2 Colors""):","st\.button\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
271,5_Module_6_Classification_and_LULC_Creation.py,Messages,1027,success,Colors reset to Module 2 scheme!,,Needs Translation,"st.success(""Colors reset to Module 2 scheme!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
272,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,1030,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
273,5_Module_6_Classification_and_LULC_Creation.py,Messages,1068,error,Informasi kelas tidak tersedia,,Needs Translation,"st.error(""Informasi kelas tidak tersedia"")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
274,5_Module_6_Classification_and_LULC_Creation.py,Messages,1069,info,Pastikan modul 2 telah selesai atau data sampel memiliki ID dan nama kelas yang unik,,Needs Translation,"st.info(""Pastikan modul 2 telah selesai atau data sampel memiliki ID dan nama kelas yang unik"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
275,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,1079,header,Simpan Hasil Klasifikasi,,Needs Translation,"st.header(""Simpan Hasil Klasifikasi"")","st\.header\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
276,5_Module_6_Classification_and_LULC_Creation.py,Messages,1090,info,"ℹ️ Klasifikasi belum tersedia, silahkan jalankan klasifikasi terlebih dahulu",,Needs Translation,"st.info(""ℹ️ Klasifikasi belum tersedia, silahkan jalankan klasifikasi terlebih dahulu"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
277,5_Module_6_Classification_and_LULC_Creation.py,Messages,1092,success,✅ Klasifikasi selesai!,,Needs Translation,"st.success(""✅ Klasifikasi selesai!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
278,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,1095,header,Simpan Hasil Klasifikasi Melalui Google Drive,,Needs Translation,"st.subheader(""Simpan Hasil Klasifikasi Melalui Google Drive"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
279,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,1109,unknown,The output will be saved as GeoTIFF (.tif),Hasil akan disimpan dalam format GeoTIFF (.tif),Translated,"help=""The output will be saved as GeoTIFF (.tif)""","help\s*=\s*[""\']([^""\']+)[""\']"
280,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,1134,unknown,Example: 32648 (UTM Zone 48N),,Needs Translation,"help=""Example: 32648 (UTM Zone 48N)""","help\s*=\s*[""\']([^""\']+)[""\']"
281,5_Module_6_Classification_and_LULC_Creation.py,Messages,1151,info,📄 Export format: GeoTIFF (Integer),,Needs Translation,"st.info(""📄 Export format: GeoTIFF (Integer)"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
282,5_Module_6_Classification_and_LULC_Creation.py,Messages,1231,info,Debugging info:,Informasi Pemecahan Masalah:,Translated,"st.info(""Debugging info:"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
283,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,1237,header,Earth Engine Export Monitor,,Needs Translation,"st.subheader(""Earth Engine Export Monitor"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
284,5_Module_6_Classification_and_LULC_Creation.py,Messages,1263,error,Failed to get task status,,Needs Translation,"st.error(""Failed to get task status"")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
285,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,1275,unknown,Refresh this task,,Needs Translation,"if st.button(f""🔄"", key=f""refresh_class_{i}"", help=""Refresh this task""):","help\s*=\s*[""\']([^""\']+)[""\']"
286,5_Module_6_Classification_and_LULC_Creation.py,Messages,1329,success,✅ Classification export completed successfully!,,Needs Translation,"st.success(""✅ Classification export completed successfully!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
287,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,1362,header,Module Navigation,Navigasi modul,Translated,"st.subheader(""Module Navigation"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
288,5_Module_6_Classification_and_LULC_Creation.py,Messages,1374,info,Accuracy assessment module coming soon!,Modul uji akurasi akan segera tersedia!,Translated,"st.info(""Accuracy assessment module coming soon!"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
289,5_Module_6_Classification_and_LULC_Creation.py,Messages,1382,info,💡 Complete feature extraction and classification to proceed,,Needs Translation,"st.info(""💡 Complete feature extraction and classification to proceed"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
290,6_Module_7_Thematic_Accuracy.py,Titles Headers,42,title,Thematic Accuracy Assessment,Penilaian Akurasi Tematik,Translated,"st.title(""Thematic Accuracy Assessment"")","st\.title\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
291,6_Module_7_Thematic_Accuracy.py,Markdown Content,55,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
292,6_Module_7_Thematic_Accuracy.py,Messages,61,error,❌ No classification result found from Module 6.,,Needs Translation,"st.error(""❌ No classification result found from Module 6."")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
293,6_Module_7_Thematic_Accuracy.py,Messages,62,warning,Please complete Module 6 first to generate a land cover classification map.,Selesaikan Modul 6 terlebih dahulu untuk menghasilkan peta klasifikasi tutupan lahan.,Translated,"st.warning(""Please complete Module 6 first to generate a land cover classification map."")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
294,6_Module_7_Thematic_Accuracy.py,Messages,65,success,✅ Classification map loaded from Module 6,,Needs Translation,"st.success(""✅ Classification map loaded from Module 6"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
295,6_Module_7_Thematic_Accuracy.py,Titles Headers,120,header,Step 1: Upload Ground Reference Data,Langkah 1: Unggah Data Referensi Lapangan,Translated,"st.subheader(""Step 1: Upload Ground Reference Data"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
296,6_Module_7_Thematic_Accuracy.py,Messages,121,info,📁 Upload a **.zip shapefile** containing your independent validation samples with class IDs.,,Needs Translation,"st.info(""📁 Upload a **.zip shapefile** containing your independent validation samples with class IDs."")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
297,6_Module_7_Thematic_Accuracy.py,Labels,123,file_uploader,Choose a zipped shapefile (.zip),Pilih shapefile terkompresi (.zip),Translated,"uploaded_file = st.file_uploader(""Choose a zipped shapefile (.zip)"", type=[""zip""])","st\.file_uploader\s*\(\s*[""\']([^""\']+)[""\']\s*"
298,6_Module_7_Thematic_Accuracy.py,Markdown Content,141,markdown,**📍 Validation Points Distribution:**,,Needs Translation,"st.markdown(""**📍 Validation Points Distribution:**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
299,6_Module_7_Thematic_Accuracy.py,Messages,150,info,"💡 Ensure your shapefile includes all necessary files (.shp, .shx, .dbf, .prj)",,Needs Translation,"st.info(""💡 Ensure your shapefile includes all necessary files (.shp, .shx, .dbf, .prj)"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
300,6_Module_7_Thematic_Accuracy.py,Titles Headers,158,header,Step 2: Configure and Run Assessment,Langkah 2: Konfigurasi dan Jalankan uji akurasi tematik,Translated,"st.subheader(""Step 2: Configure and Run Assessment"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
301,6_Module_7_Thematic_Accuracy.py,Messages,161,warning,⚠️ Please upload your validation data first.,,Needs Translation,"st.warning(""⚠️ Please upload your validation data first."")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
302,6_Module_7_Thematic_Accuracy.py,Messages,166,error,Validation data not properly loaded.,Data validasi tidak berhasil diunggah dengan utuh.,Translated,"st.error(""Validation data not properly loaded."")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
303,6_Module_7_Thematic_Accuracy.py,Other UI Text,177,unknown,"Field containing numeric class identifiers (e.g., 1, 2, 3, 4)","Kolom yang berisi pengenal kelas numerik (mis. 1, 2, 3, 4)",Translated,"help=""Field containing numeric class identifiers (e.g., 1, 2, 3, 4)""","help\s*=\s*[""\']([^""\']+)[""\']"
304,6_Module_7_Thematic_Accuracy.py,Other UI Text,186,unknown,Spatial resolution for sampling the classified map,Resolusi spasial untuk pengambilan sampel pada peta terklasifikasi,Translated,"help=""Spatial resolution for sampling the classified map""","help\s*=\s*[""\']([^""\']+)[""\']"
305,6_Module_7_Thematic_Accuracy.py,Messages,213,success,✅ Thematic accuracy assessment completed!,,Needs Translation,"st.success(""✅ Thematic accuracy assessment completed!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
306,6_Module_7_Thematic_Accuracy.py,Titles Headers,235,header,Accuracy Assessment Results,Hasil Penilaian Akurasi,Translated,"st.subheader(""Accuracy Assessment Results"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
307,6_Module_7_Thematic_Accuracy.py,Markdown Content,267,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
308,6_Module_7_Thematic_Accuracy.py,Titles Headers,268,header,Class-Level Performance,Kinerja per Kelas,Translated,"st.subheader(""Class-Level Performance"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
309,6_Module_7_Thematic_Accuracy.py,Markdown Content,280,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
310,6_Module_7_Thematic_Accuracy.py,Titles Headers,281,header,🔄 Confusion Matrix,,Needs Translation,"st.subheader(""🔄 Confusion Matrix"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
311,6_Module_7_Thematic_Accuracy.py,Markdown Content,310,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
312,6_Module_7_Thematic_Accuracy.py,Other UI Text,328,unknown,📥 Download Results Summary,,Needs Translation,"label=""📥 Download Results Summary"",","label\s*=\s*[""\']([^""\']+)[""\']"
313,6_Module_7_Thematic_Accuracy.py,Other UI Text,339,unknown,📥 Download Class Metrics,,Needs Translation,"label=""📥 Download Class Metrics"",","label\s*=\s*[""\']([^""\']+)[""\']"
314,6_Module_7_Thematic_Accuracy.py,Messages,357,info,💡 Return to Module 6 to improve your classification model if needed,,Needs Translation,"st.info(""💡 Return to Module 6 to improve your classification model if needed"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
